brewery_city,lat,lng
"Pennsylvania Brewing, Pittsburgh, PA",40.4571457,-79.99146569999999
"Elk Grove Brewery, Elk Grove, CA",38.375826,-121.358676
"Spoetzl Brewery, Shiner, TX",29.4346765,-97.1669543
"Stoddard's Brewhouse and Eatery, Sunnyvale, CA",37.3774086,-122.0302415
"Pyramid Breweries, Seattle, WA",47.59209509999999,-122.3348824
"Four Peaks Brewing, Tempe, AZ",33.4196444,-111.9160595
"Atwater Block Brewery, Detroit, MI",42.337382,-83.0185657
"HofbrauHaus Brewery and Biergarten at Station Casino, Kansas City, MO",39.1501854,-94.48454609999999
"High Falls Brewing, Rochester, NY",43.1642173,-77.61496679999999
"Harmon Pub & Brewery, Tacoma, WA",47.2435996,-122.4366786
"Trout Creek Brewing Company, Boulder, CO",40.015095,-105.245735
"Blackstone Brewing, Nashville, TN",36.1518763,-86.7990244
"Goose Island Beer Co., Chicago, IL",41.88710700000001,-87.6720969
"Powerhouse Brewing, Sebastopol, CA",38.4011786,-122.8226313"Empire Brewery of Rochester, Rochester, NY",43.1706704,-77.56014449999999
"Two Rows Restaurant & Brewery, Dallas, TX",32.858667,-96.768064
"Red Lodge Ales, Red Lodge, MT",45.2020235,-109.2457177
"Arizona Roadhouse and Brewery, Tempe, AZ",33.4808265,-111.934524
"Leinenkugel Brewing, Phoenix, AZ",33.4485838,-112.0167992
"Sandlot Brewery, Denver, CO",39.7560233,-104.9925331
"Back Bay Brewing Company, Boston, MA",42.3663907,-71.0912511
"Rocky River Brewing, Sevierville, TN",35.8059841,-83.57909269999999
"Bitter End, Austin, TX",30.26613519999999,-97.7448634
"Crooked River Brewing, Cleveland, OH",41.4900639,-81.702398
"Saint Arnold Brewing, Houston, TX",29.77109799999999,-95.34841200000001
"Barley Brothers Brewery, Lake Havasu City, AZ",34.47112620000001,-114.349019
"Bitter Creek Brewing, Rock Springs, WY",41.5867889,-109.2178817
"Widmer Brothers Brewing, Portland, OR",45.5411673,-122.6765127
"Willoughby Brewing, Willoughby, OH",41.64149,-81.405577
"Bill's Tavern & Brewhouse, Cannon Beach, OR",45.8980699,-123.9610213
"Wolf Canyon Brewing Company, Santa Fe, NM",35.6898572,-105.9443724
"Starr Hill Brewing, Charlottesville, VA",38.0293095,-78.4826719
"Red Star Brewery, Greensburg, PA",40.304392,-79.547105
"Oskar Blues, Lyons, CO",40.22437,-105.2685686
"Great Divide Brewing, Denver, CO",39.75390710000001,-104.9883847
"Broadway Brewing, Denver, CO",39.719919,-104.987686
"Snake River Brewing, Jackson, WY",43.4768621,-110.7654356
"Deschutes Brewery, Bend, OR",44.0594126,-121.3112973
"West Brothers Brewery, Eugene, OR",44.0424131,-123.0924604
"Il Vicino Brewing, Colorado Springs, CO",38.83335460000001,-104.8232722
"J.T. Whitney's Pub & Brewery, Madison, WI",43.050963,-89.47395519999999
"Steelhead Brewery, Eugene, OR",44.05458309999999,-123.0898804
"Boundary Bay Brewery, Bellingham, WA",48.7475932,-122.4809475
"Commonwealth Brewing, Boston, MA",42.3523779,-71.04528090000001
"Red Rock Brewing, Salt Lake City, UT",40.76368069999999,-111.8971074
"Union Colony Brewery, Greeley, CO",40.4064746,-104.7678207
"Snow Goose Restaurant and Sleeping Lady Brewing Company, Anchorage, AK",61.2196586,-149.8957486
"Full Sail Brewing, Portland, OR",45.537827,-122.708238
"Great Dane Pub, Madison, WI",43.074447,-89.380175
"Heartland Brewery, New York, NY",40.7483365,-73.9854921
"Great Lakes Brewing, Cleveland, OH",41.4843957,-81.7045066
"Colorado Belle, Laughlin, NV",35.158055,-114.5720386
"Great Northern Brewing, Whitefish, MT",48.41231699999999,-114.337158
"Mountain Sun Pub, Boulder, CO",40.0191103,-105.2752675
"H.C. Berger Brewing, Fort Collins, CO",40.5892571,-105.058516
"Minocqua Brewing Company, Minocqua, WI",45.8726827,-89.7103108
"Titanic Brewing, Coral Gables, FL",25.7106038,-80.2830257
"Brew Moon, Braintree, MA",42.2218564,-71.02265849999999
"Uinta Brewing, Salt Lake City, UT",40.7326101,-111.954182
"Three Needs, Burlington, VT",44.4802756,-73.2116697
"James Page Brewing, Minneapolis, MN",44.9614991,-93.2780049
"Iron Hill Brewery, West Chester, PA",39.9605229,-75.6054961
"Bear Republic Brewing, Healdsburg, CA",38.61101399999999,-122.871293
"Marin Brewing, Larkspur, CA",37.9474703,-122.5095912
"Offshore Ale Company, Oak Bluffs, MA",41.4561302,-70.55731399999999
"Park Slope Brewing Company, Brooklyn, NY",40.67060629999999,-73.9819952
"Pelican Pub, Pacific City, OR",45.2151468,-123.9704793
"Steelhead Brewery, Burlingame, CA",37.5799557,-122.3462659
"Watch City Brewing Company, Waltham, MA",42.3717736,-71.2364456
"Humboldt Brewery, Arcata, CA",40.8702359,-124.0871655
"Wilmington Brewing Company, Wilmington, NC",34.2213337,-77.886747
"Desert Edge Brewery, Salt Lake City, UT",40.7572164,-111.872881
"Waterloo Brewing Company, Austin, TX",30.33825,-97.71889300000001
"Western Reserve Brewing, Cleveland, OH",41.4831924,-81.7002646
"La Conner Brewing Company, La Conner, WA",48.3917909,-122.4957814
"Black Forest Brew Haus LLC., Farmingdale, NY",40.7550423,-73.4144429
"Tabernash Brewing, Longmont, CO",40.1582861,-105.1150233
"Kalamazoo Brewing, Kalamazoo, MI",42.3029556,-85.57768709999999
"New South Brewing, Myrtle Beach, SC",33.697877,-78.889721
"Mad Anthony Brewing, Ft. Wayne, IN",41.06759469999999,-85.15279079999999
"T-Bonz Homegrown Ales, Myrtle Beach, SC",33.7158528,-78.89172719999999
"North Coast Brewing, Fort Bragg, CA",39.4463575,-123.8055285
"Newport Beach Brewing, Newport Beach, CA",33.6144164,-117.9298242
"Liberty Street Brewing Company, Akron, OH",41.0689164,-81.5176049
"Baltimore Brewing, Baltimore, MD",39.332061,-76.643204
"Watson Brothers Brewhouse, Cincinnati, OH",39.1255936,-84.48645119999999
"Station Casinos Breweries / Barley’s Casino & Brewing Company, Henderson, NV",36.07241760000001,-115.0750238
"Brewzzi, Boca Raton, FL",26.367859,-80.126498
"General Lafayette Inn & Brewery, Lafayette Hill, PA",40.0842282,-75.2502878
"Dornbusch Brewing Co., Ipswich, MA",42.6810078,-70.8412492
"Pizza Port, Carlsbad, CA",33.1598601,-117.3476893
"Rock Bottom, La Jolla, CA",32.871155,-117.234407
"Southampton Publick House, Southampton, NY",40.8901975,-72.3926409
"Rio Salado Brewing Company, Tempe, Arizona",33.35675800000001,-111.965045
"Bulldog Brewing Co., Fresno, CA",36.799694,-119.856064
"New Belgium Brewing, Fort Collins, CO",40.592837,-105.068601
"BJ's Pizza Grill & Brewery, Brea, CA",33.912971,-117.889323
"Main Street Brewery, Corona, CA",33.8837462,-117.5656462
"Buckhead Brewery & Grill, Stockbridge, GA",33.552125,-84.270629
"Boscos Brewing, Memphis, TN",35.1369261,-89.99059779999999
"Pizza Port, Solana Beach, CA",32.9929069,-117.2722565
"Otto Brothers Brewing Co., Victor, ID",43.592475,-111.101764
"Redfish New Orleans Brewhouse, Boulder, CO",40.01883529999999,-105.2790238
"Big River Grille, Chattanooga, TN",35.05396329999999,-85.310408
"Tied House Cafe, Mountain View, CA",37.3947673,-122.0806497
"Clipper City Brewing, Baltimore, MD",39.2317521,-76.6758397
"Elliott Bay Brewing, Seattle, WA",47.56040859999999,-122.3864172
"Hyde Park Brewing Co., Hyde Park, NY",41.7691964,-73.92946599999999
"Harmon Restaurant & Brewery, Tacoma, WA",47.2435996,-122.4366786
"C. H. Evans Brewing, Albany, NY",42.654168,-73.747916
"Custom Brew Crafters, Honeoye Falls, NY",42.9520092,-77.60347399999999
"Brooklyn Brewery, Brooklyn, NY",40.7217239,-73.9571722
"The Powerhouse Brewing Co., Sebastopol, CA",38.4011786,-122.8226313
"Colorado Brewery & Trading Co., Danbury, CT",41.3752654,-73.4854244
"New Road Brew House, Collegeville, PA",40.1309106,-75.54753459999999
"Hoppers Grill & Brewery, Midvale, UT",40.6218026,-111.8665198
"Plank Road Brewery, Milwaukee, WI",43.0428871,-87.9633788
"Rogue Ales, Newport, OR",44.6201978,-124.0524616
"Jurupa Valley Brewing Co., Riverside, CA",33.89566999999999,-117.4843
"Brew Moon, Needham, MA",42.2800669,-71.2364887
"Full Sail Brewing, Hood River, OR",45.7103918,-121.5160282
"Backcountry Brewery, Frisco, CO",39.5763727,-106.0927806
"New Holland Brewing, Holland, MI",42.7900806,-86.1042288
"New River Brewing, Blacksburg, VA",37.21315990000001,-80.40211579999999
"Stroh Brewery, Fogelsville, PA",40.5766544,-75.6279725
"Schlitz Brewing, Fogelsville, PA",40.5976212,-75.5719198
"Tommyknocker Brewery, Idaho Springs, CO",39.74166519999999,-105.5177051
"SLO Brewing, San Luis Obispo, CA",35.2795473,-120.6642962
"Stuft Pizza & Brewing Co., San Diego, CA",32.7798144,-117.1291083
"Hoptown Brewing, Pleasanton, CA",37.677102,-121.8974527
"John Harvard's Brew House, Framingham, MA",42.3041669,-71.39620959999999
"Minneapolis Town Hall Brewery, Minneapolis, MN",44.97341989999999,-93.24785109999999
"Delafield Brewhaus, Delafield, WI",43.048167,-88.35526899999999
"Stone Brewing, San Marcos, CA",33.11565900000001,-117.119979
"Cambridge Brewing, Cambridge, MA",42.3663907,-71.0912511
"Rock Bottom, Phoenix, AZ",33.4818871,-112.0308241
"Salem Beer Works, Salem, MA",42.5204438,-70.8910223
"The Great Dane Pub, Madison, WI",43.074447,-89.380175
"J.J. Bitting Brewing Co., Woodbridge, NJ",40.5547681,-74.27724400000001
"Anderson Valley Brewing, Boonville, CA",39.0011,-123.35603
"Pete's Place, Krebs, OK",34.925847,-95.72478699999999
"John Harvard's Brew House, Boston, MA",42.372568,-71.1193808
"Iron Hill Brewery, Media, PA",39.9176687,-75.3883165
"Steamworks Brewing, Durango, CO",37.2723368,-107.8800023
"Humperdinks Big Horn Brewing, Lakewood, WA",47.1657905,-122.5153184
"Empire Brewing Co. of Rochester, Rochester, NY",43.1706704,-77.56014449999999
"Left Hand Brewing Co., Longmont, CO",40.1582861,-105.1150233
"Sweetwater Brewing, Atlanta, GA",33.8083798,-84.38068590000002
"Sierra Nevada Brewing, Chico, CA",39.7233597,-121.8159439
"Anheuser-Busch, St. Louis, MO",38.5976126,-90.2126991
"Schaefer Brewing, Fogelsville, PA",40.58341600000001,-75.633574
"Portland Brewing, Portland, OR",45.5413782,-122.7131407
"Pabst Brewing, Fogelsville, PA",40.5766544,-75.6279725
"Copper Tank Brewing Co., Dallas, TX",32.7793245,-96.8306923
"Craftsman Brewing Co., Pasadena, CA",34.168758,-118.1585558
"Third Street Ale Works, Santa Rosa, CA",38.439886,-122.7124397
"Rocky River Brewing, Rocky River, OH",41.4610061,-81.85610899999999
"Alesmith Brewing Co., San Diego, CA",32.7508445,-117.130385
"Bristol Brewing, Colorado Springs, CO",38.8110382,-104.8274426
"Fox River Brewing, Oshkosh, WI",44.03493090000001,-88.56229669999999
"Thirsty Dog Brewing, Canton, OH",40.8574394,-81.35128979999999
"Water Street Brewery, Milwaukee, WI",43.04474310000001,-87.9112873
"Squatters, Salt Lake City, UT",40.7625425,-111.8957198
"Springfield Brewing, Springfield, MO",37.2077683,-93.29586909999999
"Steelhead Brewery, San Francisco, CA",37.7825137,-122.3924738
"Buzzards Bay Brewing, Westport, MA",41.5677577,-71.050101
"Alaskan Brewing, Juneau, AK",58.357267,-134.4890123
"5280 Roadhouse Brewery, Littleton, CO",39.61197559999999,-105.0196578
"Northwoods Brewing Corp., Eau Claire, WI",44.7799584,-91.4412121
"Twisted Pine Brewing Co., Boulder, CO",40.02060859999999,-105.2511302
"Gilded Otter Brewing Co., New Paltz, NY",41.7469597,-74.08954609999999
"P.H. Woods Restaurant, Moreno Valley, CA",33.917608,-117.260087
"Thunder Canyon Brewery, Tucson, AZ",32.22091,-110.9665417
"Coast Brewing, Biloxi, MS",30.39252110000001,-88.8914355
"Stoudt's Brewing, Adamstown, PA",40.2374176,-76.0723124
"The Mash House Restaurant & Brewing Company -, Fayetteville, NC",35.0705276,-78.95519089999999
"SLO Brewing, Paso Robles, CA",35.62012469999999,-120.6886761
"Emmett's Tavern, West Dundee, IL",42.09834960000001,-88.2784002
"Sweetwater Brewing, Centreville, VA",38.8292505,-77.439132
"Rock Bottom, Denver, CO",39.7476145,-104.9947282
"21st Amendment, San Francisco, CA",37.7825137,-122.3924738
"John Harvard's Brew House, Braintree, MA",42.226273,-71.029922
"Mickey Finn's Brewery, Libertyville, IL",42.2862795,-87.95435619999999
"St. Ides Brewing, Milwaukee, WI",43.03824410000001,-87.94333139999999
"Hub City Brewery, Lubbock, TX",33.5281777,-101.8081437
"Quincy Ships Brewing Company, Quincy, MA",42.2503633,-71.0025671
"Aiken Brewing, Aiken, SC",33.560273,-81.7226779
"Cleveland ChopHouse and Brewery, Cleveland, OH",41.4994318,-81.69938719999999
"Brew Moon, Brookline, MA",42.3523779,-71.04528090000001
"Steelhead Brewery, Irvine, CA",33.6509604,-117.8390859
"Fitzpatrick's, Iowa City, IA",41.6573643,-91.5497899
"Rainier Brewing, Tumwater, WA",47.01438049999999,-122.9044837
"Minnesota Brewing, St. Paul, MN",44.9588093,-93.17427099999999
"Glenwood Canyon Brewing, Glenwood Springs, CO",39.5476529,-107.3232387
"West Bros Brewery, Eugene, OR",44.0424131,-123.0924604
"Laurelwood Brewing, Portland, OR",45.5400864,-122.6106705
"Coors Brewing, Golden, CO",39.7600938,-105.2149596
"Hook & Ladder Brewing Company, Oakland, CA",37.8203279,-122.2887968
"The Spoetzl Brewery, San Antonio, TX",29.4425232,-98.48062759999999
"Lone Star Brewing, Milwaukee, WI",43.0440348,-87.96251219999999
"Bull & Bush Brewery, Denver, CO",39.7030711,-104.9324947
"Big Horn Brewing, Dallas, TX",32.858667,-96.768064
"McCoy's Public House, Kansas City, MO",39.0531711,-94.59155890000001
"Old Dominion Brewing, Ashburn, VA",39.021905,-77.457883
"Honolulu Brewing Company LLC, Honolulu, HI",21.2971748,-157.8604915
"Moose's Tooth, Anchorage, AK",61.190492,-149.8690227
"BJ's Grill & Brewery, Portland, OR",45.61054000000001,-122.680342
"Lost Coast Brewery, Eureka, CA",40.8032406,-124.1647092
"Rohrbach Brewing Co., Rochester, NY",43.16330809999999,-77.58695689999999
"Hoppy Brewing, Sacramento, CA",38.554921,-121.429693
"Mammoth Brewing, Mammoth Lakes, CA",37.6487412,-118.9835126
"Big Horn Brewing, Denver, CO",39.755076,-104.977123
"Ballast Point Brewing, San Diego, CA",32.7276455,-117.1696991
"Thirsty Dog Brewing, N. Canton, OH",40.799594,-81.37390099999999
"Trap Rock Restaurant and Brewery, Berkeley Heights, NJ",40.6890473,-74.4348043
"Blind Tiger Brewery, Topeka, KS",39.0003069,-95.68469569999999
"Stewart's Brewing Co., Bear, DE",39.63504880000001,-75.6613495
"Dillon Dam Brewery, Dillon, CO",39.6275628,-106.0603198
"Utah Brewers, Salt Lake City, UT",40.7323136,-111.8996778
"Dostal Alley BrewPub, Central City, CO",39.80020549999999,-105.5124651
"Pony Express Brewing, Olathe, KS",38.8578569,-94.8144038
"Rock Bottom, Englewood, CO",39.567803,-104.8739269
"America's Brewing Company, Aurora, IL",41.7608757,-88.30864319999999
"Chelsea Brewing, New York, NY",40.745732,-74.0086674
"The Willoughby Brewing Co., Willoughby, OH",41.64149,-81.405577
"Taps Fish House and Brewery, Brea, CA",33.9167955,-117.8997638
"Holy Cow! Casino Café & Brewery, Las Vegas, NV",36.2423349,-115.2357738
"Pearl Brewing Co., Fort Worth, TX",32.7671396,-97.321969
"Grand Teton Brewing, Victor, ID",43.592475,-111.101764
"Rock Bottom, Westminster, CO",39.8892762,-105.0693662
"Big Horn Brewing, Tacoma, WA",47.279708,-122.474894
"Sleeping Giant Brewing Company, Billings, MT",45.784526,-108.59869
"Capitol City Brewing, Arlington, VA",38.8410776,-77.087306
"Pete's Brewing, San Antonio, TX",29.4431714,-98.4803759
"Breckenridge Brewery, Denver, CO",39.7563248,-104.9912416
"Hamm's Brewing Company, Milwaukee, WI",43.0428871,-87.9633788
"Tenaya Creek Brewery, Las Vegas, NV",36.176621,-115.1534972
"Henry Weinhard's Brewing, Milwaukee, WI",43.024897,-87.913026
"BJ's Restaurant & Brewery, Portland, OR",45.61054000000001,-122.680342
"Wagner Brewing Company, Lodi, NY",42.572061,-76.859149
"Jacob Leinenkugel Brewing, Chippewa Falls, WI",44.9432084,-91.3955992
"Silver City Brewery, Silverdale, WA",47.65938500000001,-122.6872997
"Rock Bottom, Bellevue, WA",47.6154501,-122.1979702
"C.H. Evans Brewing Company, Albany, NY",42.654168,-73.747916
"Il Vicino Brewing, Albuquerque, NM",35.1205114,-106.617917
"Capitol City Brewing, Washington, DC",38.899986,-77.027335
"Empire Brewing Company of Rochester, Rochester, NY",43.1706704,-77.56014449999999
"Trout Brook Brewing Company, Hartford, CT",41.8092044,-72.7106859
"Big Bear Brewing Company, Coral Springs, FL",26.2535257,-80.2535932
"Chicago Brewing, Las Vegas, NV",36.16995309999999,-115.1435523
"Odell Brewing, Fort Collins, CO",40.5894758,-105.063229
"Sleeping Lady Brewing Company, Anchorage, AK",61.2196586,-149.8957486
"Empire Brewing Company of Syracuse, Syracuse, NY",43.04805799999999,-76.154538
"John Harvard's Brew House, Springfield, PA",39.914355,-75.3424093
"Frederick Brewing Company, Frederick, MD",39.44031500000001,-77.39919499999999
"Samuel Adams Brewing, Boston, MA",42.3144887,-71.1028745
"McCoys Public House, Kansas City, MO",39.0531711,-94.59155890000001
"Moosejaw Pizza and Brewing, Wisconsin Dells, WI",43.5887754,-89.79173080000001
"Wild Duck Brewery & Restaurant, Eugene, OR",44.0439574,-123.0646118
"Upland Brewing, Bloomington, IN",39.1734681,-86.5373754
"Sports City Café & Brewery, La Jolla, CA",32.871155,-117.234407
"Outer Banks Brewing Co., Kill Devil Hills, NC",36.009482,-75.659215
"Redwood Brewing, Flint, MI",42.9475394,-83.7228612
"Barley's Casino, Henderson, NV",36.07241760000001,-115.0750238
"Allagash Brewing Co., Portland, ME",43.7031479,-70.3176994
"Engine House #9 Restaurant & Brewery, Tacoma, WA",47.25594489999999,-122.4733187
"Firestone Walker, Paso Robles, CA",35.59588389999999,-120.6938185
"Sly Fox Brewhouse, Phoenixville, PA",40.1309106,-75.54753459999999
"Wolf Pack Brewing, West Yellowstone, MT",44.6620308,-111.0993839
"Piece Brewery, Chicago, IL",41.9103014,-87.676099
"Terrapin Beer, Athens, GA",33.9805224,-83.3966885
"Nodding Head Brewing, Philadelphia, PA",39.95024039999999,-75.1665476
"Walnut Brewery, Boulder, CO",40.01694699999999,-105.2804576
"SKA Brewing, Durango, CO",37.2388,-107.876149
"Lone Star Brewing, San Antonio, TX",29.4262018,-98.48896839999999
"Schaefer Brewing, San Antonio, TX",29.4431714,-98.4803759
"Rainier Brewing, San Antonio, TX",29.4380213,-98.48441559999999
"Fredericksburg Brewing, Fredericksburg, TX",30.2727528,-98.8695317
"Blue Corn Brewery, Albuquerque, NM",35.150163,-106.59156
"Drake's Brewing, San Leandro, CA",37.7148005,-122.1791665
"Big Time Brewery, Seattle, WA",47.6578507,-122.313492
"Anheuser-Busch, Fort Collins, CO",40.6169399,-105.0018593
"Stroh Brewery, San Antonio, TX",29.4261892,-98.4889259
"Rock Bottom, Bethesda, MD",38.989126,-77.0979077
"Basil T’s Brewery & Italian Grill, Red Bank, NJ",40.3532981,-74.07489369999999
"John Harvard's Brew House, Cambridge, MA",42.372568,-71.1193808
"Big Rock Chop House, Birmingham, MI",42.546598,-83.195565
"Snake River Brewing, Lander, WY",42.83254840000001,-108.7275893
"Rock Bottom, Arlington, VA",38.87871,-77.111148
"Big Horn Brewing, Lakewood, WA",47.1657905,-122.5153184
"Spanish Springs Brewing, The Villages, FL",28.9402311,-81.9494378
"August Schell Brewing, New Ulm, MN",44.2891142,-94.44961839999999
"Hops Restaurant Bar and Brewery, Tampa, FL",27.9614191,-82.4416674
"Heileman Brewing Company, San Antonio, TX",29.4299295,-98.4773194
"BJ's Restaurant & Brewery, Chandler, AZ",33.29927,-111.898256
"Rock Bottom, Long Beach, CA",33.76738919999999,-118.1928168
"Michigan Brewing, Webberville, MI",42.684498,-84.230082
"Rock Bottom, Portland, OR",45.517851,-122.674945
"Island Brewing, Carpinteria, CA",34.3952007,-119.5217492
"Schlitz Brewing, San Antonio, TX",29.4431714,-98.4803759
"St. Ides Brewing, San Antonio, TX",29.44316670000001,-98.4785059
"BJ's Restaurant & Brewery, Boulder, CO",40.017739,-105.257827
"Rock Bottom, Chicago, IL",41.891492,-87.62841399999999
"Spanish Peaks Brewing, King City, CA",36.2283113,-121.1228661
"Smiling Moose Brewpub & Grill, Greeley, CO",40.399844,-104.711083
"Bridge Port Brewing Company, Portland, OR",45.5308968,-122.6848368
"Rockyard Brewing Co., Castle Rock, CO",39.4091479,-104.8697717
"Pug Ryan's Brewery, Dillon, CO",39.628199,-106.046372
"Free State Brewing Co., Lawrence, KS",38.9717714,-95.2355271
"Nectar Ales, Paso Robles, CA",35.57615699999999,-120.690844
"Russian River Brewing, Santa Rosa, CA",38.4418025,-122.7115452
"Anheuser-Busch, Saint Louis, MO",38.5976126,-90.2126991
"E.J. Phair Brewing Co., Concord, CA",37.978024,-122.033888
"El Toro Brewing Co., Morgan Hill, CA",37.13032,-121.6549264
"Thirsty Dog Brewing, Akron, OH",41.0689164,-81.5176049
"Dogwood Brewing Co., Atlanta, GA",33.7785699,-84.41047449999999
"Oak Creek Brewing Co., Sedona, AZ",34.8663815,-111.7962311
"Oggi's Pizza and Brewing, San Diego, CA",32.7286982,-117.2174297
"On Tap Bistro & Brewery, San Diego, CA",32.7088062,-117.1575553
"Diamond Bear Brewing Co., Little Rock, AR",34.75915539999999,-92.27226449999999
"Rock Bottom, Bethseda, MD",38.989126,-77.0979077
"Smugglers Brewpub, Telluride, CO",37.9357168,-107.8117197
"SandLot Brewery at Coors Field, Denver, CO",39.7560233,-104.9925331
"RedRock Brewing Co., Salt Lake City, UT",40.76368069999999,-111.8971074
"Sly Fox Brewhouse, Royersford, PA",40.1309106,-75.54753459999999
"Wagner Valley Brewing Co., Lodi, NY",42.572061,-76.859149
"Port Brewing Co. Pizza Port Carlsbad, Carlsbad, CA",33.1284274,-117.2500212
"Stevens Point Brewery, Stevens Point, WI",44.5104538,-89.5735832
"RAM International/Big Horn Brewing, Lakewood, WA",47.1657905,-122.5153184
"Issaquah Brewhouse, Issaquah, WA",47.5300021,-122.0371498
"Amherst Brewing, Amherst, MA",42.372756,-72.531824
"Rock Bottom, Braintree, MA",42.2219908,-71.0238646
"BJ's Restaurant & Brewery, Woodland Hills, CA",34.1872815,-118.5968059
"Anderson Valley Brewing, Booneville, CA",39.0011,-123.35603
"The Oyster Bar Bistro & Brewery, Fort Wayne, IN",41.0687338,-85.13846579999999
"The Unlikely Cowboy Restaurant & Brewery, Scottsdale, AZ",33.4845374,-111.909743
"Far West Ireland Brewing Co., Redmond, WA",47.6691601,-122.1303838
"LaConner Brewing Co., LaConner, WA",48.3917909,-122.4957814
"Summit Brewing, St Paul, MN",44.914066,-93.139609
"RAM International/Humperdink's/Big Horn Brewing Co., Lakewood, WA",47.1657905,-122.5153184
"MacTarnahan's Brewing, Portland, OR",45.5413782,-122.7131407
"McKenzie Brew House, Glen Mills, PA",39.8620321,-75.5435004
"The Brooklyn Brewery, Brookyln, NY",40.7217239,-73.9571722
"Millstream Brewing, Amana, IA",41.79648369999999,-91.86531529999999
"Redhook Ale Brewery, Woodinville, WA",47.7348449,-122.1488511
"Main Street Station 777 Brewpub, Las Vegas, NV",36.17427000000001,-115.145204
"Basil T's Brewery & Italian Grill, Red Bank, NJ",40.3532981,-74.07489369999999
"Bluegrass Brewing Co., Louisville, KY",38.2562204,-85.75508500000001
"Otter Creek Brewing, Middlebury, VT",44.0293542,-73.1724591
"Boulevard Brewing, Kansas City, MO",39.0820537,-94.5966892
"Ortlieb's Brewery & Grille, Pottstown, PA",40.2462509,-75.6105673
"Amicas, Salida, CO",38.53516919999999,-105.9916874
"Alpine Beer, Alpine, CA",32.8351644,-116.7626535
"Snipes Mountain Brewing, Sunnyside, WA",46.32856590000001,-120.0082124
"Kona Brewing, Kailua-Kona, HI",19.6431098,-155.9975462
"Santa Barbara Brewing, Santa Barbara, CA",34.4167474,-119.695813
"Pyramid Ales & Lagers, Seattle, WA",47.59209509999999,-122.3348824
"The Alchemist, Waterbury, VT",44.3504318,-72.74386729999999
"Oggi's Pizza and Brewing, San Clemente, CA",33.4576912,-117.5887632
"Avery Brewing, Boulder, CO",40.0625629,-105.2047427
"Chama River Brewing, Albuquerque, NM",35.13993920000001,-106.5999616
"Rock Bottom, West Des Moines, IA",41.5991876,-93.7657517
"Yazoo Brewing, Nashville, TN",36.151225,-86.782068
"Big Horn Brewing, Wheeling, IL",42.1511131,-87.9146844
"Eel River Brewing, Fortuna, CA",40.5793518,-124.1530254
"BJ's Restaurant & Brewery, Huntington Beach, CA",33.72964390000001,-117.988446
"Big Horn Brewing, Addison, TX",32.9526071,-96.8508222
"Glacier Brewhouse, Anchorage, AK",61.21771199999999,-149.8966241
"Pizza Port, San Clemente, CA",33.4288555,-117.6135332
"Port Brewing Pizza Port Carlsbad, Carlsbad, CA",33.1284274,-117.2500212
